# full_id,pdb_id,assembly_id,multimericity,auth_chain_id,asym_chain_id,seq_database,seq_database_accession
4E6M-2,4E6M,2,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q8ZNH1
4EAD-1,4EAD,1,2,A,A,UniProt,P07650
4EAN-3,4EAN,3,2,A_B,A_B,UniProt,P22498
4ECJ-1,4ECJ,1,2,A_B,A_B,UniProt,A0A0H2Z874
4EEK-2,4EEK,2,2,A,A,UniProt,Q9RTX8
4EFC-2,4EFC,2,2,A_B,A_B,UniProt,Q38EJ2
4EJQ-1,4EJQ,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q12756
4EPS-1,4EPS,1,2,A,A,UniProt,A7M4E1
4EQ1-1,4EQ1,1,2,A_B,A_B,UniProt,P27540
4EQU-1,4EQU,1,2,A_B,A_B,UniProt,O94804
4ESE-1,4ESE,1,2,A,A,UniProt,Q8ZE60
4ETY-6,4ETY,6,2,A_B_C_D,A_B_C_D,UniProt,Q8BG84
4EV1-2,4EV1,2,2,A,A,UniProt,Q8Z0I2
4EVU-2,4EVU,2,2,A_B,A_B,UniProt,Q8ZPL1
4EVX-3,4EVX,3,2,A_B,A_B,UniProt,Q8ZLC6
4F03-1,4F03,1,2,A_B_C_D,A_B_C_D,UniProt,I6ZUH3
4F0B-1,4F0B,1,2,A_B,A_B,UniProt,I7A570
4F0C-1,4F0C,1,2,A,A,UniProt,I7B368
4F2N-3,4F2N,3,2,A_B_C_D_E_F_G_H_I_J_K_L,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,Q4QIE0
4F3M-3,4F3M,3,2,A_B,A_B,UniProt,Q9KFY3
4F3V-3,4F3V,3,2,A_B,A_B,UniProt,P9WPH9
4F7F-1,4F7F,1,2,A_B_C_D,A_B_C_D,UniProt,Q7Q9J3
4F7I-2,4F7I,2,2,A_B_C_D,A_B_C_D,UniProt,Q5SIY4
4F80-1,4F80,1,2,A,A,UniProt,O00481
4F8D-1,4F8D,1,2,A_B,A_B,UniProt,Q8GGH0
4FAK-1,4FAK,1,2,A,A,UniProt,P0C1V0
4FCU-1,4FCU,1,2,A,A,UniProt,A3M4Z0
4FDB-1,4FDB,1,2,A,A,UniProt,Q8XZT7
4FFJ-2,4FFJ,2,2,A,A,UniProt,A0A0H2UN41
4FGS-3,4FGS,3,2,A_B_C_D,A_B_C_D,UniProt,Q2KC28
4FIV-1,4FIV,1,2,A,A,UniProt,Q66972
4FK9-2,4FK9,2,2,A,A,UniProt,G2NHM6
4FW1-1,4FW1,1,2,A_B,A_B,UniProt,P03354
4G2E-1,4G2E,1,2,A,A,UniProt,F9VNL8
4G6X-1,4G6X,1,2,A,A,UniProt,C7PY34
4GAK-1,4GAK,1,2,A,A,UniProt,D2QU30
4GC5-2,4GC5,2,2,A,A,UniProt,Q8JZM0
4GE3-2,4GE3,2,2,A_B_C_D,A_B_C_D,UniProt,Q10356
4GFK-1,4GFK,1,2,A_B,A_B,UniProt,Q9KVD2
4GGJ-1,4GGJ,1,2,A,A,UniProt,Q5SWZ9
4GI7-2,4GI7,2,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,B5XYG3
4GIW-1,4GIW,1,2,A_B,A_B,UniProt,Q9BVN2
4GKG-1,4GKG,1,2,A_F,A_B,UniProt,P13633
4GNI-3,4GNI,3,2,A_B,A_B,UniProt,G0RZX9
4GNJ-1,4GNJ,1,2,A_B,A_B,UniProt,I2APN2
4GO7-1,4GO7,1,2,X,A,UniProt,P9WPX3
4GOD-1,4GOD,1,2,A_B,A_B,UniProt,O43765
4GP7-1,4GP7,1,2,A_B,A_B,UniProt,A3DJ38
4GST-1,4GST,1,2,A_B,A_B,UniProt,P04905
4GT2-1,4GT2,1,2,A_B_E_G,A_B_C_D,UniProt,Q9ZBW9
4GUZ-7,4GUZ,7,2,A_B_C_D,A_B_C_D,UniProt,B1ME52
4H00-2,4H00,2,2,A,A,UniProt,H3C542
4H5U-1,4H5U,1,2,A_B_C_D,A_B_C_D,UniProt,P47016
4H87-1,4H87,1,2,A_B,A_B,UniProt,Q9BWU0
4HCF-3,4HCF,3,2,A_B,A_B,UniProt,A0A6L7H6L8
4HF7-1,4HF7,1,2,A,A,UniProt,Q8AA96
4HHV-1,4HHV,1,2,A_B,A_B,UniProt,Q9Y5P4
4HKM-3,4HKM,3,2,A_B,A_B,UniProt,Q8PD71
4HL9-2,4HL9,2,2,A_B_C_D_E_F_G_H_I,A_B_C_D_E_F_G_H_I,UniProt,Q2RXF1
4HMS-1,4HMS,1,2,A_B,A_B,UniProt,Q51793
4HN1-1,4HN1,1,2,A_B_C_D,A_B_C_D,UniProt,Q5SFD1
4HUO-2,4HUO,2,2,X,A,UniProt,P02879
4HWO-1,4HWO,1,2,A_B,A_B,UniProt,P0A8M3
4I1I-1,4I1I,1,2,A_B,A_B,UniProt,Q4Q7X6
4I3V-3,4I3V,3,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q92UV7
4I75-1,4I75,1,2,A_B,A_B,UniProt,Q57ZL6
4I8P-1,4I8P,1,2,A_B,A_B,UniProt,C0P9J6
4ICM-4,4ICM,4,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,G2IN12
4IHU-1,4IHU,1,2,A_B,A_B,UniProt,O33272
4II0-3,4II0,3,2,A_B,A_B,UniProt,U3KRG0
4IJI-4,4IJI,4,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q4K4R5
4IJN-1,4IJN,1,2,A_B,A_B,UniProt,A0QQK1
4IJR-1,4IJR,1,2,A_C,A_B,UniProt,P38115
4IM6-2,4IM6,2,2,A,A,UniProt,Q9C000
4INE-1,4INE,1,2,A_B,A_B,UniProt,Q22993
4INF-2,4INF,2,2,A_B_C_D,A_B_C_D,UniProt,Q2GA79
4IO3-1,4IO3,1,2,A_B,A_B,UniProt,E9P5T5
4IP2-2,4IP2,2,2,A_B_C,A_B_C,UniProt,Q9I6N5
4ITS-2,4ITS,2,2,A,A,UniProt,Q9Y606
4IV8-1,4IV8,1,2,A_B,A_B,UniProt,A0A384KJX3
4IV9-1,4IV9,1,2,A_B,A_B,UniProt,P06617
4IX4-1,4IX4,1,2,A_B,A_B,UniProt,C1EBN1
4IXD-2,4IXD,2,2,A,A,UniProt,P20701
4IZH-1,4IZH,1,2,A_B,A_B,UniProt,Q72GR8
4J0E-1,4J0E,1,2,A_B,A_B,UniProt,P34439
4J2K-3,4J2K,3,2,A_B,A_B,UniProt,P86451
4J3G-2,4J3G,2,2,A_B_C_D,A_B_C_D,UniProt,Q2YRK4
4J3Y-1,4J3Y,1,2,A_C,A_B,UniProt,P98170
4J4K-2,4J4K,2,2,A,A,UniProt,P24300
4J5G-3,4J5G,3,2,A_B,A_B,UniProt,P05798
4J5R-3,4J5R,3,2,A_B,A_B,UniProt,Q9Y530
4J5U-1,4J5U,1,2,A_B,A_B,UniProt,A8GTI9
4J7A-1,4J7A,1,2,A_B_C_D,A_B_C_D,UniProt,Q4TZQ3
4J7H-2,4J7H,2,2,A_B,A_B,UniProt,O52793
4JAP-2,4JAP,2,2,A_B_C_D,A_B_C_D,UniProt,P9WPF3
4JD7-1,4JD7,1,2,A_D,A_B,UniProt,A5VZY6
4JDS-1,4JDS,1,2,A_B_C_D,A_B_C_D,UniProt,Q8WTS6
4JEM-1,4JEM,1,2,A_B,A_B,UniProt,B4Y381
4JGI-3,4JGI,3,2,A_B,A_B,UniProt,Q8RPG0
4JH5-1,4JH5,1,2,A_B,A_B,UniProt,Q739M9
4JJ0-2,4JJ0,2,2,A_B,A_B,UniProt,A0L9W2
4JOS-1,4JOS,1,2,A_B,A_B,UniProt,B0TZL4
4JP4-1,4JP4,1,2,A_B,A_B,UniProt,P45452
4JPF-1,4JPF,1,2,A,A,UniProt,G3XDA2
4JTM-1,4JTM,1,2,A_B,A_B,UniProt,E3PJ86
4JVU-1,4JVU,1,2,A_B,A_B,UniProt,P01872
4JVW-2,4JVW,2,2,A_B_C_D,A_B_C_D,UniProt,P01872
4JWX-2,4JWX,2,2,A,A,UniProt,Q00959
4JXK-1,4JXK,1,2,A_B,A_B,UniProt,C1B3E9
4JZ3-2,4JZ3,2,2,A,A,UniProt,P00523
4JZB-1,4JZB,1,2,A_B,A_B,UniProt,Q4QBL1
4K1W-2,4K1W,2,2,A_B_C_D,A_B_C_D,UniProt,A4XF23
4K2M-1,4K2M,1,2,A_B,A_B,UniProt,O07566
4K3L-1,4K3L,1,2,A_B,A_B,UniProt,P0A988
4K49-2,4K49,2,2,A_B_C_D,A_B_C_D,UniProt,P77781
4K6H-1,4K6H,1,2,A_B,A_B,UniProt,P41365
4K7G-1,4K7G,1,2,B_D,A_B,UniProt,B9K4G4
4K7M-2,4K7M,2,2,A,A,UniProt,P61823
4K8M-1,4K8M,1,2,A,A,UniProt,I6YB06
4K8P-1,4K8P,1,2,A_B,A_B,UniProt,Q2KDX6
4K8W-1,4K8W,1,2,A,A,UniProt,Q8RP52
4KB8-5,4KB8,5,2,A_B_C_D,A_B_C_D,UniProt,P48730
4KEZ-1,4KEZ,1,2,A_B_C_D,A_B_C_D,UniProt,Q97VT7
4KKM-1,4KKM,1,2,A_B,A_B,UniProt,Q5NP81
4KLW-2,4KLW,2,2,A,A,UniProt,Q9HV14
4KNA-1,4KNA,1,2,A_B,A_B,UniProt,Q2SXN9
4KU3-1,4KU3,1,2,A_B,A_B,UniProt,Q8PDX2
4KUJ-3,4KUJ,3,2,A_B,A_B,UniProt,M3TP73
4KXL-1,4KXL,1,2,A_B_C_D,A_B_C_D,UniProt,O35820
4L0M-1,4L0M,1,2,A,A,UniProt,O50162
4L4Q-3,4L4Q,3,2,A_B_C_D,A_B_C_D,UniProt,Q5JF22
4L8E-1,4L8E,1,2,A,A,UniProt,D3VKV1
4L8Y-3,4L8Y,3,2,A_B_C_D,A_B_C_D,UniProt,Q6NY42
4L9E-1,4L9E,1,2,A,A,UniProt,Q3J179
4L9W-2,4L9W,2,2,A,A,UniProt,P01112
4L9X-1,4L9X,1,2,A_B,A_B,UniProt,Q6SJY7
4LA5-1,4LA5,1,2,A,A,UniProt,Q9F1Y6
4LB0-1,4LB0,1,2,A_B,A_B,UniProt,B9JQV3
4LC1-1,4LC1,1,2,A_B,A_B,UniProt,C5AP93
4LD8-1,4LD8,1,2,A,A,UniProt,Q5XX06
4LE9-1,4LE9,1,2,A,A,UniProt,P00523
4LFI-1,4LFI,1,2,A_B,A_B,UniProt,P15790
4LFY-3,4LFY,3,2,A_B,A_B,UniProt,B4EEU0
4LLX-3,4LLX,3,2,A_B,A_B,UniProt,Q9Y233
4LN9-1,4LN9,1,2,A_B,A_B,UniProt,O54593
4LOW-1,4LOW,1,2,A_B,A_B,UniProt,D5X340
4M0Q-1,4M0Q,1,2,A_B,A_B,UniProt,Q05322
4M23-1,4M23,1,2,A_B_C_D,A_B_C_D,UniProt,G9MBV2
4M37-1,4M37,1,2,A,A,UniProt,Q582G4
4M73-1,4M73,1,2,A_B,A_B,UniProt,Q643C8
4M8D-1,4M8D,1,2,A_B_C_D_E_F_G_H_I_J_K_L,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,A0NLY7
4M9D-1,4M9D,1,2,A_B,A_B,UniProt,Q81JI9
4MBO-2,4MBO,2,2,A,A,UniProt,Q8E473
4MF6-1,4MF6,1,2,A,A,UniProt,B1FXZ2
4MG4-3,4MG4,3,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,B4EL08
4MH4-1,4MH4,1,2,A_B,A_B,UniProt,B4E9U7
4MHB-7,4MHB,7,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q7CJX8
4MHX-1,4MHX,1,2,A_B,A_B,UniProt,P51688
4ML1-1,4ML1,1,2,A_B_C_D,A_B_C_D,UniProt,A6GV51
4ML9-1,4ML9,1,2,A_B,A_B,UniProt,D1AMR0
4MO4-1,4MO4,1,2,A_B_C_D,A_B_C_D,UniProt,Q9I5Q5
4MPB-2,4MPB,2,2,A_B,A_B,UniProt,A0A0H2X0S3
4MPG-1,4MPG,1,2,A_B,A_B,UniProt,P0CG30
4MPU-2,4MPU,2,2,A_B,A_B,UniProt,Q15661
4MSP-1,4MSP,1,2,A_B,A_B,UniProt,Q9NWM8
4MT8-1,4MT8,1,2,A_B,A_B,UniProt,Q38846
4MUB-2,4MUB,2,2,A,A,UniProt,G4VLE5
4MUO-1,4MUO,1,2,A_B,A_B,UniProt,P30177
4MV4-1,4MV4,1,2,A,A,UniProt,P43873
4N0W-2,4N0W,2,2,A_B_C_D,A_B_C_D,UniProt,B4ECY9
4N18-1,4N18,1,2,A,A,UniProt,B5XVG7
4N1D-1,4N1D,1,2,A,A,UniProt,P12643
4N2Y-2,4N2Y,2,2,A_B_C_D,A_B_C_D,UniProt,O29333
4N33-6,4N33,6,2,A_B_C_D,A_B_C_D,UniProt,Q9UJ71
4N58-4,4N58,4,2,A_B,A_B,UniProt,A0A067XG75
4N6Q-1,4N6Q,1,2,A,A,UniProt,Q5BBX1
4NAK-1,4NAK,1,2,A,A,UniProt,P69834
4NB2-1,4NB2,1,2,A_B,A_B,UniProt,P60864
4NBI-1,4NBI,1,2,A_B,A_B,UniProt,Q8IIS0
4NBR-2,4NBR,2,2,A,A,UniProt,Q577I6
4NC7-1,4NC7,1,2,A_B,A_B,UniProt,P12464
4NCX-1,4NCX,1,2,A_B,A_B,UniProt,Q8I5R7
4NDV-1,4NDV,1,2,A_B,A_B,UniProt,A7UNK4
4NES-1,4NES,1,2,A,A,UniProt,Q58899
4NF1-1,4NF1,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q87EL2
4NHE-2,4NHE,2,2,A_B_C,A_B_C,UniProt,A0A0H2UR04
4NHF-2,4NHF,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,C6AAT5
4NI5-2,4NI5,2,2,A_B,A_B,UniProt,B0CGS2
4NJU-2,4NJU,2,2,A_B_C_D,A_B_C_D,UniProt,Q9J006
4NMI-1,4NMI,1,2,A,A,UniProt,Q2TDY4
4NMK-3,4NMK,3,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,G7VCG0
4NO4-1,4NO4,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,P11762
4NRN-3,4NRN,3,2,A_B,A_B,UniProt,O25552
4NTL-1,4NTL,1,2,A,A,UniProt,Q82Z74
4NV8-3,4NV8,3,2,A_B,A_B,UniProt,Q98D42
4O1W-2,4O1W,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q48A34
4O4O-1,4O4O,1,2,A_B,A_B,UniProt,Q8YLF9
4O5H-2,4O5H,2,2,A_B_C_D,A_B_C_D,UniProt,B4EH14
4O8K-1,4O8K,1,2,A_B,A_B,UniProt,Q2T1M2
4OAH-2,4OAH,2,2,A_B_C_D,A_B_C_D,UniProt,Q8BGV8
4OAY-4,4OAY,4,2,A_B_D_E_F_G_H_J_K_M_N_R,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,F2RCL8
4OB7-1,4OB7,1,2,A,A,UniProt,L7PYQ2
4OBT-1,4OBT,1,2,A_B,A_B,UniProt,P48491
4OHC-2,4OHC,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,B4E589
4OIE-1,4OIE,1,2,A,A,UniProt,Q9Q6P4
4OIV-1,4OIV,1,2,A_B,A_B,UniProt,Q96RI1
4OMU-3,4OMU,3,2,A_B,A_B,UniProt,Q88RQ5
4OPQ-2,4OPQ,2,2,A,A,UniProt,Q8KMX3
4ORS-3,4ORS,3,2,A_B,A_B,UniProt,P41222
4OTM-1,4OTM,1,2,A_B,A_B,UniProt,P15442
4OUH-3,4OUH,3,2,A_B_C_D,A_B_C_D,UniProt,Q92530
4P25-1,4P25,1,2,A_B_C_D,A_B_C_D,UniProt,G8FL04
4P62-1,4P62,1,2,A,A,UniProt,B5DCA0
4P7F-2,4P7F,2,2,A,A,UniProt,O88587
4P93-1,4P93,1,2,A_B,A_B,UniProt,P0A115
4P9I-2,4P9I,2,2,A,A,UniProt,E9Q401
4PB4-1,4PB4,1,2,A_B,A_B,UniProt,B2DFG5
4PHN-1,4PHN,1,2,A_B,A_B,UniProt,P04574
4PIF-2,4PIF,2,2,A_B_C_D,A_B_C_D,UniProt,O22321
4PNG-1,4PNG,1,2,A_B,A_B,UniProt,A1ZB72
4POC-1,4POC,1,2,A_B,A_B,UniProt,P60174
4PRS-1,4PRS,1,2,A_B,A_B,UniProt,Q9WZ62
4PW2-1,4PW2,1,2,A,A,UniProt,F1QR43
4PYQ-1,4PYQ,1,2,A_B,A_B,UniProt,P22734
4Q14-1,4Q14,1,2,A_B,A_B,UniProt,Q2YMM2
4Q2N-3,4Q2N,3,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q8NI35
4Q3B-5,4Q3B,5,2,A_B_C_D,A_B_C_D,UniProt,Q46E80
4Q5Q-1,4Q5Q,1,2,A_B,A_B,UniProt,P46419
4QBO-1,4QBO,1,2,A,A,UniProt,A7J283
4QD7-2,4QD7,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q9I3A4
4QEC-3,4QEC,3,2,A_B,A_B,UniProt,I6ZQW6
4QEV-2,4QEV,2,2,A,A,UniProt,P25440
4QF3-3,4QF3,3,2,A_B,A_B,UniProt,Q9UIF8
4QF4-1,4QF4,1,2,A_B,A_B,UniProt,P00644
4QFT-2,4QFT,2,2,A,A,UniProt,Q7L5N1
4QFW-2,4QFW,2,2,A_B_C_D,A_B_C_D,UniProt,A0A3N4BCC7
4QHR-1,4QHR,1,2,A_B,A_B,UniProt,A0A0M3KKV7
4QIT-1,4QIT,1,2,A_B,A_B,UniProt,A0A0M3KKW1
4QKI-1,4QKI,1,2,A_B,A_B,UniProt,Q9UHP7
4QSS-2,4QSS,2,2,A,A,UniProt,Q6PL18
4R0X-2,4R0X,2,2,A,A,UniProt,Q13451
4R81-1,4R81,1,2,A_B_C_D,A_B_C_D,UniProt,D9PVS9
4R8H-1,4R8H,1,2,A_B,A_B,UniProt,P0ACJ8
4R9L-1,4R9L,1,2,A_B_C,A_B_C,UniProt,Q9ZAG3
4RDI-1,4RDI,1,2,A_B_C_D,A_B_C_D,UniProt,Q46927
4RDW-1,4RDW,1,2,A,A,UniProt,Q9HU77
4RFP-1,4RFP,1,2,A_B,A_B,UniProt,P82896
4RII-1,4RII,1,2,A_B,A_B,UniProt,Q9RPA7
4RJ0-1,4RJ0,1,2,A_B_C_D,A_B_C_D,UniProt,D1C7D8
4RK1-1,4RK1,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,I3TZ89
4RP9-1,4RP9,1,2,A,A,UniProt,P39301
4RPD-1,4RPD,1,2,A_B,A_B,UniProt,Q20K66
4RR9-1,4RR9,1,2,A,A,UniProt,Q9YFY3
4RRF-3,4RRF,3,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q58597
4RRR-1,4RRR,1,2,A_B,A_B,UniProt,Q9UZ14
4RT0-2,4RT0,2,2,A_B_C,A_B_C,UniProt,Q9HY69
4RUQ-1,4RUQ,1,2,A_B,A_B,UniProt,P68512
4RXD-2,4RXD,2,2,A_B_C,A_B_C,UniProt,Q86C09
4RXY-4,4RXY,4,2,A,A,UniProt,Q9HVB9
4S0M-4,4S0M,4,2,A_B_C_D_F_G_H_I,A_B_C_D_E_F_G_H,UniProt,V5VIC4
4S12-2,4S12,2,2,A_B_C,A_B_C,UniProt,A0A0H2UKZ5
4S1O-5,4S1O,5,2,A_B,A_B,UniProt,P9WJJ5
4S28-1,4S28,1,2,A,A,UniProt,O82392
4S2W-2,4S2W,2,2,A,A,UniProt,P0A776
4S38-1,4S38,1,2,A,A,UniProt,Q5SLI8
4TMC-2,4TMC,2,2,A_B_C_D,A_B_C_D,UniProt,Q6I7B7
4TMT-3,4TMT,3,2,A_B,A_B,UniProt,G0S8G9
4TOR-5,4TOR,5,2,A_B_C_D,A_B_C_D,UniProt,O95271
4TQ2-1,4TQ2,1,2,A,A,UniProt,L1JFC7
4TSD-1,4TSD,1,2,A_B,A_B,UniProt,O25673
4TX5-1,4TX5,1,2,A_B,A_B,UniProt,Q9NR28
4TXL-1,4TXL,1,2,A_B_C_D,A_B_C_D,UniProt,G4VGI0
4U6D-1,4U6D,1,2,A_B,A_B,UniProt,F0V1E2
4U82-2,4U82,2,2,A,A,UniProt,P60477
4UAI-1,4UAI,1,2,A_B,A_B,UniProt,P48061
4UAL-1,4UAL,1,2,A,A,UniProt,Q9Y5S2
4UBT-3,4UBT,3,2,A_B_C_D,A_B_C_D,UniProt,I6XHI4
4UCS-1,4UCS,1,2,A,A,UniProt,P43813
4UEK-1,4UEK,1,2,A_B,A_B,UniProt,P0A9S3
4UOP-1,4UOP,1,2,A_B,A_B,UniProt,Q8Y989
4UT4-2,4UT4,2,2,A_B,A_B,UniProt,H7C745
4UVQ-1,4UVQ,1,2,A,A,UniProt,Q52QJ1
4V0H-4,4V0H,4,2,A_B_C_D,A_B_C_D,UniProt,A4D2B0
4V0S-1,4V0S,1,2,A_B,A_B,UniProt,P9WPX7
4V15-1,4V15,1,2,A_B,A_B,UniProt,A0A0J9X243
4V29-1,4V29,1,2,A_B,A_B,UniProt,Q9LVH4
4W8C-1,4W8C,1,2,A_B,A_B,UniProt,A8MI53
4W8S-1,4W8S,1,2,A,A,UniProt,P16466
4WAS-1,4WAS,1,2,A_B_C,A_B_C,UniProt,Q8WZM3
4WJI-1,4WJI,1,2,A,A,UniProt,Q92MG1
4WK5-1,4WK5,1,2,A,A,UniProt,B9K6W9
4WN3-1,4WN3,1,2,A,A,UniProt,P13298
4WOV-3,4WOV,3,2,A_B,A_B,UniProt,P29597
4WQQ-1,4WQQ,1,2,A_B_C_D,A_B_C_D,UniProt,Q7M462
4WR3-2,4WR3,2,2,A_B_C_D,A_B_C_D,UniProt,P0A6B4
4WZK-1,4WZK,1,2,A_B,A_B,UniProt,B5BTR7
4X1F-1,4X1F,1,2,A,A,UniProt,O75469
4X3U-1,4X3U,1,2,A_B,A_B,UniProt,Q8VDS3
4X4W-1,4X4W,1,2,A_B,A_B,UniProt,Q96Q11
4X7Z-1,4X7Z,1,2,A_B,A_B,UniProt,Q49492
4X9K-1,4X9K,1,2,A,A,UniProt,Q9KLJ3
4XBW-1,4XBW,1,2,A,A,UniProt,Q5KW80
4XBX-1,4XBX,1,2,A_B_C_D,A_B_C_D,UniProt,Q9ZAG3
4XEP-1,4XEP,1,2,A,A,UniProt,P66881
4XGW-2,4XGW,2,2,A_B_C_D,A_B_C_D,UniProt,P0AB85
4XH1-1,4XH1,1,2,A,A,UniProt,O06961
4XHS-1,4XHS,1,2,A_B,A_B,UniProt,P0AEX9
4XL2-2,4XL2,2,2,A_B,A_B,UniProt,P45359
4XR9-1,4XR9,1,2,A_B,A_B,UniProt,Q8KNF6
4XRB-1,4XRB,1,2,A,A,UniProt,P71968
4XSL-2,4XSL,2,2,A_B_C_D,A_B_C_D,UniProt,O50580
4XUK-1,4XUK,1,2,A_B,A_B,UniProt,G7GD18
4XWZ-1,4XWZ,1,2,A_B,A_B,UniProt,O42629
4Y0H-1,4Y0H,1,2,A_B_C_D,A_B_C_D,UniProt,P80147
4Y4S-1,4Y4S,1,2,A,A,UniProt,Q66G68
4YCH-2,4YCH,2,2,A,A,UniProt,P29373
4YF4-1,4YF4,1,2,A_B_C_D,A_B_C_D,UniProt,P9WPJ6
4YGF-1,4YGF,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,A0A0M3KL20
4YIO-1,4YIO,1,2,A_B,A_B,UniProt,Q5M4Z1
4YKK-1,4YKK,1,2,A_B,A_B,UniProt,A0A0R4I973
4YMZ-1,4YMZ,1,2,A_B,A_B,UniProt,Q8F5I5
4YNH-1,4YNH,1,2,A_B,A_B,UniProt,Q20010
4YNX-1,4YNX,1,2,A_B,A_B,UniProt,P0ACX9
4YT8-1,4YT8,1,2,A_B,A_B,UniProt,Q58734
4YUW-1,4YUW,1,2,A_B,A_B,UniProt,Q4DA73
4YWN-1,4YWN,1,2,A_B,A_B,UniProt,A0A0J9X290
4YZO-2,4YZO,2,2,A_B_C_D,A_B_C_D,UniProt,Q976U3
4Z04-1,4Z04,1,2,A,A,UniProt,Q2YLQ3
4Z19-1,4Z19,1,2,A,A,UniProt,Q8ZFT7
4Z6X-1,4Z6X,1,2,A,A,UniProt,Q88QV5
4Z9I-1,4Z9I,1,2,A_B,A_B,UniProt,P07017
4ZAC-2,4ZAC,2,2,A_B_C_D,A_B_C_D,UniProt,Q03034
4ZCC-1,4ZCC,1,2,A_B_C_D,A_B_C_D,UniProt,Q48MT7
4ZCQ-1,4ZCQ,1,2,A,A,UniProt,Q8IEE9
4ZE5-2,4ZE5,2,2,A_B_C_D,A_B_C_D,UniProt,W8QF82
4ZI8-1,4ZI8,1,2,A_B,A_B,UniProt,Q91XX1
4ZI9-1,4ZI9,1,2,A_B,A_B,UniProt,Q91XZ0
4ZMK-1,4ZMK,1,2,A,A,UniProt,P79005
4ZQS-1,4ZQS,1,2,A_B,A_B,UniProt,P0CG48
4ZRN-1,4ZRN,1,2,A_B,A_B,UniProt,Q9WYX9
4ZRS-1,4ZRS,1,2,A_B,A_B,UniProt,E7DJY5
4ZSE-1,4ZSE,1,2,A_B_C_D,A_B_C_D,UniProt,P00533
4ZT1-1,4ZT1,1,2,A_B,A_B,UniProt,P12830
4ZVA-1,4ZVA,1,2,A_B,A_B,UniProt,P0AA89
4ZYA-1,4ZYA,1,2,A_B,A_B,UniProt,O43776
5A02-1,5A02,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q9A8X3
5A10-1,5A10,1,2,A,A,UniProt,G1FNI6
5A1T-2,5A1T,2,2,A_B,A_B,UniProt,O96445
5A9T-1,5A9T,1,2,A,A,UniProt,R4SNK4
5AB4-1,5AB4,1,2,A_B,A_B,UniProt,C9ZUV7
5ACX-1,5ACX,1,2,A_B,A_B,UniProt,Q9K2N0
5AI0-1,5AI0,1,2,A,A,UniProt,P34913
5AN1-1,5AN1,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q49SB0
5AOV-1,5AOV,1,2,A,A,UniProt,Q8U3Y2
5AVF-1,5AVF,1,2,A_B,A_B,UniProt,Q9KL26
5AWI-1,5AWI,1,2,A_B,A_B,UniProt,P0ABE7
5B3I-1,5B3I,1,2,A_B_C_D,A_B_C_D,UniProt,F7J213
5B5Z-1,5B5Z,1,2,A_B,A_B,UniProt,B7FR29
5B7D-1,5B7D,1,2,A_B,A_B,UniProt,A0A087I947
5BJU-1,5BJU,1,2,A_B,A_B,UniProt,O86159
5BKC-1,5BKC,1,2,A_B,A_B,UniProt,P83310
5BON-2,5BON,2,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q9NV35
5BP3-2,5BP3,2,2,A_B,A_B,UniProt,A0R1E8
5BP8-2,5BP8,2,2,A,A,UniProt,A0A023VSF1
5BQF-1,5BQF,1,2,A,A,UniProt,Q2KDT2
5BR4-1,5BR4,1,2,A_B,A_B,UniProt,P0A9S1
5BRH-1,5BRH,1,2,A_B,A_B,UniProt,Q4E4E1
5BSB-1,5BSB,1,2,A,A,UniProt,B3VI55
5C1J-1,5C1J,1,2,A,A,UniProt,D7RK32
5C40-1,5C40,1,2,A_B,A_B,UniProt,Q9H477
5C4Y-1,5C4Y,1,2,A_B,A_B,UniProt,Q8Y8P4
5C81-1,5C81,1,2,A_B,A_B,UniProt,Q8NKB0
