# full_id,pdb_id,assembly_id,multimericity,auth_chain_id,asym_chain_id,seq_database,seq_database_accession
3RMU-2,3RMU,2,2,A_B_C_D,A_B_C_D,UniProt,Q96PE7
3RN8-1,3RN8,1,2,A_B_C,A_B_C,UniProt,P42262
3RN8-2,3RN8,2,2,A_B_C,A_B_C,UniProt,P42262
3ROB-1,3ROB,1,2,A_B_C_D,A_B_C_D,UniProt,D5SZ41
3ROT-2,3ROT,2,2,A_B,A_B,UniProt,Q5ZZ27
3ROW-1,3ROW,1,2,A_B,A_B,UniProt,Q8PDX2
3RP2-1,3RP2,1,2,A_B,A_B,UniProt,P00770
3RPC-2,3RPC,2,2,A_B_C_D,A_B_C_D,UniProt,D1BQT4
3RPN-3,3RPN,3,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q9Y2Q3
3RPP-1,3RPP,1,2,A_B_C,A_B_C,UniProt,Q9Y2Q3
3RQ9-1,3RQ9,1,2,A_B,A_B,UniProt,Q9I0D9
3RQN-1,3RQN,1,2,A_B,A_B,UniProt,P29476
3RRI-2,3RRI,2,2,A_B,A_B,UniProt,C8WSF5
3RUF-1,3RUF,1,2,A_B_S_b,A_B_C_D,UniProt,Q7BJX9
3RUF-2,3RUF,2,2,A_B_S_b,A_B_C_D,UniProt,Q7BJX9
3RV1-1,3RV1,1,2,A_B,A_B,UniProt,A7TR32
3RW9-1,3RW9,1,2,A_B,A_B,UniProt,P19623
3RWP-2,3RWP,2,2,A,A,UniProt,O15530
3RYK-1,3RYK,1,2,A_B,A_B,UniProt,A0A6L7H6N0
3RZP-2,3RZP,2,2,A_B_C_D,A_B_C_D,UniProt,Q9KTK0
3S1J-1,3S1J,1,2,A_B_C,A_B_C,UniProt,B3DUZ7
3S23-1,3S23,1,2,A,A,UniProt,Q8PDX2
3S2R-1,3S2R,1,2,A_B,A_B,UniProt,Q9FLI7
3S2Z-1,3S2Z,1,2,A_B,A_B,UniProt,D3YEX6
3S3T-3,3S3T,3,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,F9UMW3
3S3T-5,3S3T,5,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,F9UMW3
3S53-1,3S53,1,2,A_B,A_B,UniProt,Q7SSI0
3S54-1,3S54,1,2,A_B,A_B,UniProt,Q7SSI0
3S81-1,3S81,1,2,A_B_C_D,A_B_C_D,UniProt,Q8ZJZ9
3S81-2,3S81,2,2,A_B_C_D,A_B_C_D,UniProt,Q8ZJZ9
3S82-1,3S82,1,2,A_B,A_B,UniProt,A0QI26
3S8I-1,3S8I,1,2,A_B,A_B,UniProt,Q8WTU0
3S9Y-2,3S9Y,2,2,A_B_C_D,A_B_C_D,UniProt,Q8IJH3
3SA7-1,3SA7,1,2,A_B,A_B,UniProt,O38732
3SA8-1,3SA8,1,2,A_B,A_B,UniProt,O38732
3SB4-3,3SB4,3,2,A_B,A_B,UniProt,Q8A8C7
3SBF-1,3SBF,1,2,A_B_C_D,A_B_C_D,UniProt,A5KUH4
3SD2-1,3SD2,1,2,A,A,UniProt,Q8A1T7
3SDH-1,3SDH,1,2,A_B,A_B,UniProt,P02213
3SDO-1,3SDO,1,2,A_B,A_B,UniProt,Q3JIP8
3SDW-2,3SDW,2,2,A,A,UniProt,P0CL19
3SET-1,3SET,1,2,A_C,A_B,UniProt,P0AEX9
3SEX-1,3SEX,1,2,A_C,A_B,UniProt,P0AEX9
3SEY-2,3SEY,2,2,A_C_E,A_B_C,UniProt,P0AEX9
3SF0-1,3SF0,1,2,A,A,UniProt,P26093
3SGT-1,3SGT,1,2,A_B,A_B,UniProt,P60473
3SGW-1,3SGW,1,2,A,A,UniProt,P0CL19
3SIW-2,3SIW,2,2,A,A,UniProt,Q9AQ17
3SJS-1,3SJS,1,2,A,A,UniProt,C4MBE2
3SLZ-1,3SLZ,1,2,A_B,A_B,UniProt,Q9E7M1
3SMA-2,3SMA,2,2,A_B_C_D,A_B_C_D,UniProt,Q0ZQ43
3SMP-1,3SMP,1,2,A_B,A_B,UniProt,Q8TE04
3SO1-3,3SO1,3,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,A6LX94
3SQZ-2,3SQZ,2,2,A,A,UniProt,Q8DUI5
3SSW-1,3SSW,1,2,N_R,A_B,UniProt,P0A881
3SX6-1,3SX6,1,2,A,A,UniProt,B7JBP8
3SXE-2,3SXE,2,2,A,A,UniProt,P16442
3SXM-1,3SXM,1,2,A_B,A_B,UniProt,Q9WYS0
3SZ3-1,3SZ3,1,2,A,A,UniProt,Q9KNV7
3SZ7-3,3SZ7,3,2,A,A,UniProt,Q4WTC0
3SZA-1,3SZA,1,2,A_B,A_B,UniProt,P30838
3SZH-1,3SZH,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q12QS6
3SZH-3,3SZH,3,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q12QS6
3SZI-1,3SZI,1,2,A_B_C_D_E_F_G_H_I_J_K_L,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,Q12QS6
3SZI-4,3SZI,4,2,A_B_C_D_E_F_G_H_I_J_K_L,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,Q12QS6
3T0H-2,3T0H,2,2,A,A,UniProt,P07900
3T1S-1,3T1S,1,2,A,A,UniProt,Q5SJ83
3T46-2,3T46,2,2,A,A,UniProt,A0A0H3JPM4
3T4T-1,3T4T,1,2,A_B,A_B,UniProt,Q9C5U0
3T50-3,3T50,3,2,A_B,A_B,UniProt,Q8YC53
3T5W-1,3T5W,1,2,A_B_D_E_F_G_H_I_J_K_L_M,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,P00441
3T5W-2,3T5W,2,2,A_B_D_E_F_G_H_I_J_K_L_M,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,P00441
3T5W-4,3T5W,4,2,A_B_D_E_F_G_H_I_J_K_L_M,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,P00441
3T5W-5,3T5W,5,2,A_B_D_E_F_G_H_I_J_K_L_M,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,P00441
3T7D-1,3T7D,1,2,A_B,A_B,UniProt,Q15JG1
3T7O-1,3T7O,1,2,A_B,A_B,UniProt,P46976
3T8Q-1,3T8Q,1,2,A_B,A_B,UniProt,A9D2J3
3T96-1,3T96,1,2,B_D_F,A_B_C,UniProt,P19491
3T9G-3,3T9G,3,2,A_B,A_B,UniProt,B9MKT4
3T9U-2,3T9U,2,2,A_B_C,A_B_C,UniProt,P19491
3TA6-1,3TA6,1,2,A_B,A_B,UniProt,P9WG43
3TD3-1,3TD3,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q6RYW5
3TD4-1,3TD4,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q6RYW5
3TD4-2,3TD4,2,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q6RYW5
3TD4-3,3TD4,3,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q6RYW5
3TE7-1,3TE7,1,2,A_B,A_B,UniProt,P16083
3TE9-3,3TE9,3,2,A_B,A_B,UniProt,Q5NFX0
3TEQ-3,3TEQ,3,2,A_B_C_D,A_B_C_D,UniProt,Q13586
3TFQ-2,3TFQ,2,2,A_B_D_E,A_B_C_D,UniProt,P28845
3TG0-2,3TG0,2,2,A_B_C_D,A_B_C_D,UniProt,P00634
3TG2-1,3TG2,1,2,A,A,UniProt,P0C6D3
3TGV-1,3TGV,1,2,A_B_C_D,A_B_C_D,UniProt,A0A0H3AGE3
3THG-2,3THG,2,2,A,A,UniProt,Q7X9A0
3TIF-1,3TIF,1,2,A_B,A_B,UniProt,Q58206
3TIT-1,3TIT,1,2,A,A,UniProt,P0C6X7
3TJ8-1,3TJ8,1,2,A_B,A_B,UniProt,Q09064
3TJL-1,3TJL,1,2,A,A,UniProt,A3LT82
3TJX-1,3TJX,1,2,A_B,A_B,UniProt,Q4QEW7
3TKF-1,3TKF,1,2,A_B,A_B,UniProt,Q5NFX0
3TKG-2,3TKG,2,2,A_B_C_D,A_B_C_D,UniProt,P03366
3TL9-1,3TL9,1,2,A_B,A_B,UniProt,P03366
3TLA-1,3TLA,1,2,A_B,A_B,UniProt,Q47511
3TLC-1,3TLC,1,2,A_B,A_B,UniProt,Q47511
3TLI-1,3TLI,1,2,A,A,UniProt,P00800
3TLY-1,3TLY,1,2,A_B,A_B,UniProt,Q47511
3TM1-3,3TM1,3,2,A_B,A_B,UniProt,Q83XN4
3TM2-3,3TM2,3,2,A_B,A_B,UniProt,Q83XN4
3TM9-1,3TM9,1,2,A,A,UniProt,P04252
3TMV-2,3TMV,2,2,A,A,UniProt,P00698
3TN6-1,3TN6,1,2,A_B,A_B,UniProt,Q5KZU5
3TNJ-1,3TNJ,1,2,A,A,UniProt,Q82VN8
3TNS-1,3TNS,1,2,A,A,UniProt,P0C6X7
3TOF-1,3TOF,1,2,A_B,A_B,UniProt,P03367
3TOH-1,3TOH,1,2,A_B,A_B,UniProt,P03367
3TOL-1,3TOL,1,2,A_B_C_D,A_B_C_D,UniProt,P0ABE7
3TOR-1,3TOR,1,2,A_B_C_D,A_B_C_D,UniProt,P0ABK9
3TQD-1,3TQD,1,2,A,A,UniProt,Q83E52
3TR0-1,3TR0,1,2,A,A,UniProt,Q83EL7
3TRO-1,3TRO,1,2,A_B,A_B,UniProt,Q4QEW7
3TWA-3,3TWA,3,2,A_B_C_D_E,A_B_C_D_E,UniProt,B5R541
3TWP-1,3TWP,1,2,A_B_C_D,A_B_C_D,UniProt,P9WFX5
3TY0-1,3TY0,1,2,A_B,A_B,UniProt,P37231
3TY2-1,3TY2,1,2,A_B,A_B,UniProt,Q9KI21
3TY3-1,3TY3,1,2,A_B,A_B,UniProt,O14104
3U0B-1,3U0B,1,2,A,A,UniProt,A0QPE7
3U0F-1,3U0F,1,2,A,A,UniProt,Q2YQQ9
3U0Y-1,3U0Y,1,2,A_B,A_B,UniProt,P16442
3U1B-1,3U1B,1,2,A_B,A_B,UniProt,A0A6L8PEJ7
3U1C-2,3U1C,2,2,A_B,A_B,UniProt,P04268
3U1Y-3,3U1Y,3,2,A_B,A_B,UniProt,P47205
3U4F-2,3U4F,2,2,A_B_C_D,A_B_C_D,UniProt,A3SMJ4
3U5S-1,3U5S,1,2,A,A,UniProt,P55789
3U67-2,3U67,2,2,A,A,UniProt,Q4Q4I6
3U7I-1,3U7I,1,2,A_B_C_D,A_B_C_D,UniProt,Q81UB2
3U80-1,3U80,1,2,A_B,A_B,UniProt,D6ZTY6
3U8G-1,3U8G,1,2,A_B,A_B,UniProt,D0CFC3
3U95-3,3U95,3,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,B9KAM3
3U96-1,3U96,1,2,A_B,A_B,UniProt,P15273
3UB6-1,3UB6,1,2,A_B,A_B,UniProt,B6JPK4
3UCA-1,3UCA,1,2,A_B,A_B,UniProt,Q8XJE0
3UCE-3,3UCE,3,2,A_B_C_D,A_B_C_D,UniProt,Q7MBY8
3UCY-1,3UCY,1,2,A,A,UniProt,P0DP23
3UDU-1,3UDU,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q9PLW0
3UDU-4,3UDU,4,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,Q9PLW0
3UEB-3,3UEB,3,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,B6YTZ3
3UEJ-1,3UEJ,1,2,A_B,A_B,UniProt,P28867
3UEY-1,3UEY,1,2,A_B,A_B,UniProt,P28867
3UF6-1,3UF6,1,2,A_B,A_B,UniProt,Q8Y7B7
3UFE-1,3UFE,1,2,A_B,A_B,UniProt,O31691
3UGI-1,3UGI,1,2,A_B,A_B,UniProt,P28867
3UH0-1,3UH0,1,2,A,A,UniProt,P07236
3UHB-1,3UHB,1,2,A_B,A_B,UniProt,P02213
3UHK-2,3UHK,2,2,A_B_C_D,A_B_C_D,UniProt,P02213
3UHQ-1,3UHQ,1,2,A_B,A_B,UniProt,P02213
3UHR-1,3UHR,1,2,A_B,A_B,UniProt,P02213
3UHZ-1,3UHZ,1,2,A_B,A_B,UniProt,P02213
3UIE-2,3UIE,2,2,A_B_C,A_B_C,UniProt,Q43295
3UNV-2,3UNV,2,2,A_B,A_B,UniProt,Q84FL5
3UPB-1,3UPB,1,2,A_B,A_B,UniProt,Q5NFX0
3UPL-1,3UPL,1,2,A_B,A_B,UniProt,Q2YIM3
3URB-1,3URB,1,2,A_B,A_B,UniProt,P0A434
3UV0-1,3UV0,1,2,A_B,A_B,UniProt,Q9W061
3UV1-1,3UV1,1,2,A_B,A_B,UniProt,Q26456
3UWK-3,3UWK,3,2,A_B,A_B,UniProt,Q9HZN8
3UWO-3,3UWO,3,2,A_B,A_B,UniProt,Q9HZN8
3UXV-1,3UXV,1,2,A_B_C_D,A_B_C_D,UniProt,Q9KTK0
3UY4-1,3UY4,1,2,A,A,UniProt,Q9PIK2
3UZO-1,3UZO,1,2,A_B,A_B,UniProt,Q9RTX5
3V0L-1,3V0L,1,2,A,A,UniProt,P16442
3V0R-2,3V0R,2,2,A,A,UniProt,P79085
3V4K-1,3V4K,1,2,A_B,A_B,UniProt,Q9HC16
3V4K-2,3V4K,2,2,A_B,A_B,UniProt,Q9HC16
3V4N-6,3V4N,6,2,A_B_C_D,A_B_C_D,UniProt,Q9FD71
3V4X-6,3V4X,6,2,A_B_C_D,A_B_C_D,UniProt,Q9FD71
3V5L-6,3V5L,6,2,A_B_C_D,A_B_C_D,UniProt,Q08881
3V8T-3,3V8T,3,2,A_B,A_B,UniProt,Q08881
3V90-1,3V90,1,2,A,A,UniProt,P13280
3V9L-1,3V9L,1,2,A_B,A_B,UniProt,Q8CHT0
3VBA-2,3VBA,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q58673
3VC3-1,3VC3,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,I1L6I6
3VDG-1,3VDG,1,2,A,A,UniProt,A0R5B5
3VDM-1,3VDM,1,2,A_B,A_B,UniProt,Q15JG1
3VDM-2,3VDM,2,2,A_B,A_B,UniProt,Q15JG1
3VF7-1,3VF7,1,2,A_B,A_B,UniProt,P03367
3VHS-1,3VHS,1,2,A_B,A_B,UniProt,Q96S55
3VI5-2,3VI5,2,2,A_B_C_D,A_B_C_D,UniProt,O60760
3VII-2,3VII,2,2,A,A,UniProt,Q8T0W7
3VIO-2,3VIO,2,2,A,A,UniProt,Q8T0W7
3VIP-2,3VIP,2,2,A,A,UniProt,Q8T0W7
3VJZ-1,3VJZ,1,2,A_B,A_B,UniProt,Q9K0P4
3VK0-2,3VK0,2,2,A_B_C,A_B_C,UniProt,Q7DDD9
3VKA-1,3VKA,1,2,A_B,A_B,UniProt,A0A011
3VKB-1,3VKB,1,2,A_B,A_B,UniProt,A0A011
3VL3-1,3VL3,1,2,A,A,UniProt,Q8E9N3
3VLN-1,3VLN,1,2,A,A,UniProt,P78417
3VML-1,3VML,1,2,A,A,UniProt,D2YZL2
3VMX-1,3VMX,1,2,A_B_C_D,A_B_C_D,UniProt,Q3U2S8
3VMZ-2,3VMZ,2,2,A_B_C_D,A_B_C_D,UniProt,Q3U2S8
3VN0-2,3VN0,2,2,A_B_C_D,A_B_C_D,UniProt,Q3U2S8
3VNZ-2,3VNZ,2,2,A,A,UniProt,C1F2K5
3VPQ-1,3VPQ,1,2,A,A,UniProt,Q5CCJ4
3VQ7-1,3VQ7,1,2,A_B,A_B,UniProt,Q72498
3VQ9-2,3VQ9,2,2,A_B_C,A_B_C,UniProt,Q72498
3VRC-1,3VRC,1,2,A_B,A_B,UniProt,C7G528
3VSO-1,3VSO,1,2,A_B,A_B,UniProt,P37231
3VSO-2,3VSO,2,2,A_B,A_B,UniProt,P37231
3VTY-6,3VTY,6,2,A_B_C_D,A_B_C_D,UniProt,K7N5L8
3VWM-1,3VWM,1,2,A,A,UniProt,P07061
3VWP-1,3VWP,1,2,A,A,UniProt,P07061
3VWR-1,3VWR,1,2,A,A,UniProt,P07061
3VWW-3,3VWW,3,2,A_B,A_B,UniProt,Q15084
3VWX-1,3VWX,1,2,A_B_C_D,A_B_C_D,UniProt,Q9U795
3VWX-2,3VWX,2,2,A_B_C_D,A_B_C_D,UniProt,Q9U795
3VXC-1,3VXC,1,2,A_B,A_B,UniProt,Q76BU9
3VY5-1,3VY5,1,2,A_B,A_B,UniProt,Q46604
3VZY-1,3VZY,1,2,A_B,A_B,UniProt,O34790
3W07-1,3W07,1,2,A,A,UniProt,O26232
3W0U-1,3W0U,1,2,A_B,A_B,UniProt,Q04760
3W1A-1,3W1A,1,2,A_B,A_B,UniProt,Q4D3W2
3W1O-3,3W1O,3,2,A_B,A_B,UniProt,Q9JXC6
3W2L-1,3W2L,1,2,A_B,A_B,UniProt,Q4D3W2
3W2N-1,3W2N,1,2,A_B,A_B,UniProt,Q4D3W2
3W5Y-1,3W5Y,1,2,A_B,A_B,UniProt,V6F235
3W6N-1,3W6N,1,2,A_B,A_B,UniProt,O00429
3W6S-1,3W6S,1,2,A_B_C,A_B_C,UniProt,E9P8D2
3W6S-2,3W6S,2,2,A_B_C,A_B_C,UniProt,E9P8D2
3W71-1,3W71,1,2,A_B,A_B,UniProt,Q4D3W2
3W74-1,3W74,1,2,A_B,A_B,UniProt,Q4D3W2
3W75-1,3W75,1,2,A_B,A_B,UniProt,Q4D3W2
3W76-1,3W76,1,2,A_B,A_B,UniProt,Q4D3W2
3W7H-1,3W7H,1,2,A_B,A_B,UniProt,Q4D3W2
3W7J-1,3W7J,1,2,A_B,A_B,UniProt,Q4D3W2
3W7K-1,3W7K,1,2,A_B,A_B,UniProt,Q4D3W2
3W7L-1,3W7L,1,2,A_B,A_B,UniProt,Q4D3W2
3W85-1,3W85,1,2,A_B,A_B,UniProt,Q4D3W2
3W8W-1,3W8W,1,2,A_B,A_B,UniProt,Q9KHK2
3W9F-6,3W9F,6,2,A_B_C_D,A_B_C_D,UniProt,A0A1D5PXA5
3W9G-5,3W9G,5,2,A_B_C_D,A_B_C_D,UniProt,A0A1D5PXA5
3W9G-6,3W9G,6,2,A_B_C_D,A_B_C_D,UniProt,A0A1D5PXA5
3WD4-2,3WD4,2,2,A,A,UniProt,P11797
3WDP-2,3WDP,2,2,P_Q_R_S,A_B_C_D,UniProt,Q51723
3WG9-2,3WG9,2,2,A_B_C_D,A_B_C_D,UniProt,D5KM69
3WHA-4,3WHA,4,2,A_B,A_B,UniProt,P07900
3WHJ-3,3WHJ,3,2,A,A,UniProt,P40555
3WJ4-1,3WJ4,1,2,A_B,A_B,UniProt,P37231
3WJC-1,3WJC,1,2,A_B,A_B,UniProt,O64527
3WJQ-1,3WJQ,1,2,A,A,UniProt,Q5JII7
3WJW-1,3WJW,1,2,A,A,UniProt,O26232
3WJY-1,3WJY,1,2,A,A,UniProt,O26232
3WK3-1,3WK3,1,2,A,A,UniProt,O26232
3WML-1,3WML,1,2,A,A,UniProt,Q93LD7
3WMU-1,3WMU,1,2,A_B,A_B,UniProt,B3EWR1
3WMV-1,3WMV,1,2,A_B,A_B,UniProt,B3EWR1
3WQD-1,3WQD,1,2,A_B,A_B,UniProt,B2DFG5
3WQG-1,3WQG,1,2,A_B,A_B,UniProt,B2DFG5
3WQR-1,3WQR,1,2,A_B,A_B,UniProt,O96693
3WU7-2,3WU7,2,2,A,A,UniProt,P00698
3WV1-3,3WV1,3,2,A_B,A_B,UniProt,P45452
3WVQ-2,3WVQ,2,2,A_B_C_D,A_B_C_D,UniProt,A0A0A6YVN3
3WWP-3,3WWP,3,2,A_B_G_L_M_R,A_B_C_D_E_F,UniProt,D1MX73
3WX7-3,3WX7,3,2,A_B,A_B,UniProt,A6P4T5
3WZV-1,3WZV,1,2,A,A,UniProt,Q8E9N3
3X0O-1,3X0O,1,2,A,A,UniProt,Q5SKW5
3X0R-1,3X0R,1,2,A,A,UniProt,Q5SKW5
3X0V-1,3X0V,1,2,A_B,A_B,UniProt,A0A0J9X1X3
3X38-2,3X38,2,2,A_B_C_D,A_B_C_D,UniProt,Q08457
3X39-2,3X39,2,2,A_B,A_B,UniProt,P00099
3ZBL-1,3ZBL,1,2,A_B,A_B,UniProt,E9AW84
3ZBY-1,3ZBY,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,A0R4Q6
3ZBY-2,3ZBY,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,A0R4Q6
3ZG1-1,3ZG1,1,2,A_B_C_D,A_B_C_D,UniProt,P37975
3ZGF-1,3ZGF,1,2,A_B,A_B,UniProt,P16442
3ZHK-1,3ZHK,1,2,A_B,A_B,UniProt,P01764
3ZIE-2,3ZIE,2,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,O29476
3ZJD-1,3ZJD,1,2,A_B,A_B,UniProt,P21580
3ZJE-1,3ZJE,1,2,A_B,A_B,UniProt,P21580
3ZJM-1,3ZJM,1,2,A_B_C,A_B_C,UniProt,Q8TLY9
3ZL6-1,3ZL6,1,2,A_B,A_B,UniProt,Q9HWY4
3ZLC-3,3ZLC,3,2,A_B,A_B,UniProt,Q04651
3ZLM-1,3ZLM,1,2,A,A,UniProt,Q7DDR9
3ZOL-1,3ZOL,1,2,A_B,A_B,UniProt,Q8TLY9
3ZPX-1,3ZPX,1,2,A_B,A_B,UniProt,Q4P903
3ZRX-1,3ZRX,1,2,A_B,A_B,UniProt,O28769
3ZT2-1,3ZT2,1,2,A_B,A_B,UniProt,P12497
3ZTM-1,3ZTM,1,2,A,A,UniProt,P00138
3ZTV-1,3ZTV,1,2,A,A,UniProt,P44569
3ZTZ-1,3ZTZ,1,2,A,A,UniProt,P00138
3ZVE-1,3ZVE,1,2,A,A,UniProt,A1E4A3
3ZWF-1,3ZWF,1,2,A_B,A_B,UniProt,Q9H777
3ZWO-1,3ZWO,1,2,A_B_C_D_E_F_G_H,A_B_C_D_E_F_G_H,UniProt,P29241
3ZX2-2,3ZX2,2,2,A_B_C_D,A_B_C_D,UniProt,P97687
3ZX3-1,3ZX3,1,2,A_B_C_D,A_B_C_D,UniProt,P97687
3ZXO-2,3ZXO,2,2,A_B,A_B,UniProt,P9WGK3
3ZY2-1,3ZY2,1,2,A,A,UniProt,Q18014
3ZY7-1,3ZY7,1,2,A_B,A_B,UniProt,P22892
3ZYD-1,3ZYD,1,2,A,A,UniProt,Q5UEA2
3ZZ3-2,3ZZ3,2,2,A_B,A_B,UniProt,Q5UEA2
3ZZ9-1,3ZZ9,1,2,A,A,UniProt,Q5UEA2
4A03-1,4A03,1,2,A_B,A_B,UniProt,P9WNS1
4A2C-1,4A2C,1,2,A_B,A_B,UniProt,P0A9S3
4A47-3,4A47,3,2,A_B_C_D,A_B_C_D,UniProt,P73213
4A47-4,4A47,4,2,A_B_C_D,A_B_C_D,UniProt,P73213
4A56-1,4A56,1,2,A,A,UniProt,H0USY9
4A6C-1,4A6C,1,2,A_B,A_B,UniProt,P35963
4A6U-1,4A6U,1,2,A_B,A_B,UniProt,Q7NWG4
4A7Q-1,4A7Q,1,2,A_F,A_B,UniProt,P00441
4A7T-1,4A7T,1,2,A_F,A_B,UniProt,P00441
4A9F-1,4A9F,1,2,A_B_C,A_B_C,UniProt,P25440
4AE8-1,4AE8,1,2,A_B_C_D,A_B_C_D,UniProt,Q5T1C6
4AEA-1,4AEA,1,2,A_B,A_B,UniProt,P01391
4AG7-1,4AG7,1,2,A_B,A_B,UniProt,Q17427
4AGT-1,4AGT,1,2,A_B,A_B,UniProt,Q4WW81
4AHR-1,4AHR,1,2,A_B,A_B,UniProt,P12497
4AHS-1,4AHS,1,2,A_B,A_B,UniProt,P12497
4AKN-2,4AKN,2,2,A_B_C,A_B_C,UniProt,P25440
4AO4-2,4AO4,2,2,A_B_C,A_B_C,UniProt,A3EYF7
4AOV-1,4AOV,1,2,A,A,UniProt,Q6AQ66
4AQL-1,4AQL,1,2,A,A,UniProt,Q9Y2T3
4AQN-1,4AQN,1,2,A_B,A_B,UniProt,Q57159
4AU8-3,4AU8,3,2,A_B,A_B,UniProt,Q00535
4AVP-2,4AVP,2,2,A_B_C_D,A_B_C_D,UniProt,P50549
4AVY-1,4AVY,1,2,A_B,A_B,UniProt,Q9HWT0
4AWP-1,4AWP,1,2,A_B,A_B,UniProt,P07900
4AY3-2,4AY3,2,2,A_B_C_D,A_B_C_D,UniProt,A0A6L7HA71
4AZ5-1,4AZ5,1,2,A,A,UniProt,P49610
4AZJ-1,4AZJ,1,2,A_B,A_B,UniProt,Q9RME2
4B16-1,4B16,1,2,A,A,UniProt,S4S1V9
4B3A-1,4B3A,1,2,A,A,UniProt,P0ACT4
4B4C-1,4B4C,1,2,A,A,UniProt,O14646
4B4U-1,4B4U,1,2,A_B,A_B,UniProt,D0CBC8
4B4V-1,4B4V,1,2,A_B,A_B,UniProt,D0CBC8
4B53-1,4B53,1,2,A_B,A_B,UniProt,P01861
4B8X-1,4B8X,1,2,A_B,A_B,UniProt,Q9L2A7
4B96-1,4B96,1,2,A,A,UniProt,G8LST1
4BAT-1,4BAT,1,2,A,A,UniProt,Q9I229
4BAU-1,4BAU,1,2,A,A,UniProt,Q9I229
4BF5-1,4BF5,1,2,A_B,A_B,UniProt,A0KLG5
4BG9-1,4BG9,1,2,A,A,UniProt,Q8TX37
4BHG-1,4BHG,1,2,A,A,UniProt,O75936
4BI7-1,4BI7,1,2,A,A,UniProt,P36186
4BIX-1,4BIX,1,2,A_B,A_B,UniProt,P0AE82
4BJY-1,4BJY,1,2,A,A,UniProt,Q0SFK6
4BJZ-1,4BJZ,1,2,A,A,UniProt,Q0SFK6
4BK0-1,4BK0,1,2,A_B,A_B,UniProt,O94762
4BN6-1,4BN6,1,2,A,A,UniProt,Q9CED0
4BN7-1,4BN7,1,2,A,A,UniProt,Q9CED0
4BP3-1,4BP3,1,2,A_B_C,A_B_C,UniProt,Q8II73
4BT5-1,4BT5,1,2,A,A,UniProt,P23616
4BVA-1,4BVA,1,2,A_B,A_B,UniProt,O54983
4BVP-1,4BVP,1,2,A_B,A_B,UniProt,Q5ZUA2
4BWO-1,4BWO,1,2,A_B,A_B,UniProt,Q47212
4BY3-1,4BY3,1,2,A,A,UniProt,P27708
4C03-1,4C03,1,2,A_B,A_B,UniProt,Q6NZB1
4C06-1,4C06,1,2,A,A,UniProt,Q6NZB1
4C08-1,4C08,1,2,A,A,UniProt,Q6NZB1
4C0Z-1,4C0Z,1,2,A_B_C_D_E_F_G_H_I_J_K_L,A_B_C_D_E_F_G_H_I_J_K_L,UniProt,S5FV19
4C1A-1,4C1A,1,2,A_B_C_D,A_B_C_D,UniProt,Q3LG57
4C1A-2,4C1A,2,2,A_B_C_D,A_B_C_D,UniProt,Q3LG57
4C2E-1,4C2E,1,2,A_B,A_B,UniProt,O35002
4C2J-2,4C2J,2,2,A_B_C_D,A_B_C_D,UniProt,P42765
4C39-1,4C39,1,2,A_B,A_B,UniProt,P29476
4C5L-1,4C5L,1,2,A_B_C_D,A_B_C_D,UniProt,A0A0H3JTP0
4C5L-2,4C5L,2,2,A_B_C_D,A_B_C_D,UniProt,A0A0H3JTP0
4C5M-1,4C5M,1,2,A_B_C_D,A_B_C_D,UniProt,A0A0H3JTP0
4C5M-2,4C5M,2,2,A_B_C_D,A_B_C_D,UniProt,A0A0H3JTP0
4C6C-1,4C6C,1,2,A,A,UniProt,P27708
4C6J-1,4C6J,1,2,A,A,UniProt,P27708
4C6K-1,4C6K,1,2,A,A,UniProt,P27708
4C6L-1,4C6L,1,2,A,A,UniProt,P27708
